"11ay -- Deaths, age-standardised and crude deaths rates by underlying cause of death (time series classification) and sex, whole population and persons aged 15-64, 1971-2024"

"Sex","Underlying cause of death (time series classification)","Year","Deaths, whole population","Age-standardised death rate, whole population (1/100 000)","Crude death rate, whole population (1/100 000)","Age-standardised death rate, whole population, annual change (%)","Deaths, aged 15-64","Age-standardised death rate, aged 15-64 (1/100 000)","Crude death rate, aged 15-64 (1/100 000)","Age-standardised death rate, aged 15-64, annual change (%)"
"Males","37 Diseases of the genitourinary system (N00-N99)","2015",132,7.4,4.9,-6.3,9,0.5,0.5,-50.0
"Males","37 Diseases of the genitourinary system (N00-N99)","2016",124,6.9,4.6,-6.8,11,0.6,0.6,20.0
"Males","37 Diseases of the genitourinary system (N00-N99)","2017",99,4.9,3.6,-29.0,15,0.8,0.9,33.3
"Males","37 Diseases of the genitourinary system (N00-N99)","2018",115,5.6,4.2,14.3,13,0.7,0.7,-12.5
"Males","37 Diseases of the genitourinary system (N00-N99)","2019",91,4.0,3.3,-28.6,9,0.5,0.5,-28.6
"Males","37 Diseases of the genitourinary system (N00-N99)","2020",112,5.2,4.1,30.0,9,0.5,0.5,0.0
"Males","37 Diseases of the genitourinary system (N00-N99)","2021",106,4.7,3.9,-9.6,7,0.4,0.4,-20.0
"Males","37 Diseases of the genitourinary system (N00-N99)","2022",101,4.2,3.7,-10.6,11,0.6,0.6,50.0
"Males","37 Diseases of the genitourinary system (N00-N99)","2023",93,3.9,3.4,-7.1,15,0.9,0.9,50.0
"Males","37 Diseases of the genitourinary system (N00-N99)","2024",109,4.3,3.9,10.3,13,0.7,0.7,-22.2
"Males","38 Congenital malformations (Q00-Q99)","2000",102,4.0,4.0,8.1,43,2.4,2.5,20.0
"Males","38 Congenital malformations (Q00-Q99)","2001",95,3.6,3.7,-10.0,38,2.1,2.2,-12.5
"Males","38 Congenital malformations (Q00-Q99)","2002",74,3.0,2.9,-16.7,37,2.2,2.1,4.8
"Males","38 Congenital malformations (Q00-Q99)","2003",88,3.7,3.5,23.3,40,2.3,2.3,4.5
"Males","38 Congenital malformations (Q00-Q99)","2004",93,3.4,3.6,-8.1,45,2.5,2.6,8.7
"Males","38 Congenital malformations (Q00-Q99)","2005",93,3.4,3.6,0.0,46,2.5,2.6,0.0
"Males","38 Congenital malformations (Q00-Q99)","2006",86,3.2,3.3,-5.9,39,2.2,2.2,-12.0
"Males","38 Congenital malformations (Q00-Q99)","2007",92,3.4,3.6,6.3,47,2.6,2.6,18.2
"Males","38 Congenital malformations (Q00-Q99)","2008",96,3.6,3.7,5.9,51,2.8,2.9,7.7
"Males","38 Congenital malformations (Q00-Q99)","2009",88,3.2,3.4,-11.1,45,2.5,2.5,-10.7
"Males","38 Congenital malformations (Q00-Q99)","2010",70,2.6,2.7,-18.8,36,1.9,2.0,-24.0
"Males","38 Congenital malformations (Q00-Q99)","2011",87,3.2,3.3,23.1,38,2.1,2.1,10.5
"Males","38 Congenital malformations (Q00-Q99)","2012",87,3.3,3.3,3.1,40,2.1,2.2,0.0
"Males","38 Congenital malformations (Q00-Q99)","2013",69,2.4,2.6,-27.3,40,2.2,2.3,4.8
"Males","38 Congenital malformations (Q00-Q99)","2014",87,3.1,3.2,29.2,39,2.2,2.2,0.0
"Males","38 Congenital malformations (Q00-Q99)","2015",87,3.2,3.2,3.2,48,2.6,2.7,18.2
"Males","38 Congenital malformations (Q00-Q99)","2016",112,4.1,4.1,28.1,58,3.2,3.3,23.1
"Males","38 Congenital malformations (Q00-Q99)","2017",90,3.4,3.3,-17.1,44,2.5,2.5,-21.9
"Males","38 Congenital malformations (Q00-Q99)","2018",93,3.4,3.4,0.0,48,2.7,2.7,8.0
"Males","38 Congenital malformations (Q00-Q99)","2019",81,3.0,3.0,-11.8,35,2.0,2.0,-25.9
"Males","38 Congenital malformations (Q00-Q99)","2020",81,3.1,3.0,3.3,42,2.4,2.4,20.0
"Males","38 Congenital malformations (Q00-Q99)","2021",93,3.4,3.4,9.7,50,2.8,2.9,16.7
"Males","38 Congenital malformations (Q00-Q99)","2022",91,3.4,3.3,0.0,47,2.7,2.7,-3.6
"Males","38 Congenital malformations (Q00-Q99)","2023",118,4.4,4.3,29.4,56,3.2,3.2,18.5
"Males","38 Congenital malformations (Q00-Q99)","2024",111,4.0,4.0,-9.1,62,3.5,3.5,9.4
"Males","39 Other diseases excl. alcohol-related","2000",249,14.1,9.9,4.4,70,4.1,4.0,-8.9
"Males","39 Other diseases excl. alcohol-related","2001",209,12.3,8.2,-12.8,53,3.1,3.0,-24.4
"Males","39 Other diseases excl. alcohol-related","2002",208,11.7,8.2,-4.9,55,3.2,3.1,3.2
"Males","39 Other diseases excl. alcohol-related","2003",195,10.3,7.7,-12.0,52,3.0,3.0,-6.3
"Males","39 Other diseases excl. alcohol-related","2004",218,10.5,8.5,1.9,59,3.4,3.3,13.3
"Males","39 Other diseases excl. alcohol-related","2005",211,11.1,8.2,5.7,57,3.3,3.2,-2.9
"Males","39 Other diseases excl. alcohol-related","2006",223,11.6,8.6,4.5,67,3.8,3.8,15.2
"Males","39 Other diseases excl. alcohol-related","2007",225,10.6,8.7,-8.6,72,4.0,4.0,5.3
"Males","39 Other diseases excl. alcohol-related","2008",220,11.0,8.4,3.8,62,3.4,3.5,-15.0
"Males","39 Other diseases excl. alcohol-related","2009",208,9.9,7.9,-10.0,72,3.9,4.0,14.7
"Males","39 Other diseases excl. alcohol-related","2010",215,10.1,8.2,2.0,56,3.0,3.1,-23.1
"Males","39 Other diseases excl. alcohol-related","2011",221,10.7,8.4,5.9,66,3.6,3.7,20.0
"Males","39 Other diseases excl. alcohol-related","2012",248,11.2,9.3,4.7,75,4.2,4.2,16.7
"Males","39 Other diseases excl. alcohol-related","2013",233,10.9,8.7,-2.7,64,3.5,3.6,-16.7
"Males","39 Other diseases excl. alcohol-related","2014",240,10.4,8.9,-4.6,72,4.0,4.1,14.3
"Males","39 Other diseases excl. alcohol-related","2015",221,9.8,8.2,-5.8,59,3.3,3.4,-17.5
"Males","39 Other diseases excl. alcohol-related","2016",260,10.6,9.6,8.2,89,5.1,5.1,54.5
"Males","39 Other diseases excl. alcohol-related","2017",254,10.1,9.4,-4.7,69,3.9,3.9,-23.5
"Males","39 Other diseases excl. alcohol-related","2018",287,11.8,10.5,16.8,100,5.7,5.7,46.2
"Males","39 Other diseases excl. alcohol-related","2019",261,10.4,9.6,-11.9,79,4.5,4.5,-21.1
"Males","39 Other diseases excl. alcohol-related","2020",260,9.9,9.5,-4.8,85,4.8,4.9,6.7
"Males","39 Other diseases excl. alcohol-related","2021",288,10.9,10.5,10.1,86,4.9,4.9,2.1
"Males","39 Other diseases excl. alcohol-related","2022",330,12.3,12.0,12.8,96,5.5,5.5,12.2
"Males","39 Other diseases excl. alcohol-related","2023",330,12.2,11.9,-0.8,98,5.5,5.6,0.0
"Males","39 Other diseases excl. alcohol-related","2024",348,12.7,12.5,4.1,101,5.8,5.7,5.5
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2000",60,2.5,2.4,-19.4,49,2.9,2.8,-17.1
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2001",60,2.6,2.4,4.0,50,2.8,2.8,-3.4
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2002",78,3.2,3.1,23.1,62,3.6,3.5,28.6
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2003",65,2.5,2.6,-21.9,56,3.2,3.2,-11.1
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2004",64,2.6,2.5,4.0,54,3.1,3.1,-3.1
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2005",78,3.2,3.0,23.1,63,3.6,3.6,16.1
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2006",89,3.4,3.5,6.3,73,4.1,4.1,13.9
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2007",100,3.9,3.9,14.7,82,4.5,4.6,9.8
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2008",99,3.8,3.8,-2.6,78,4.3,4.4,-4.4
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2009",74,2.8,2.8,-26.3,60,3.3,3.3,-23.3
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2010",94,3.7,3.6,32.1,71,4.0,4.0,21.2
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2011",74,2.7,2.8,-27.0,66,3.6,3.7,-10.0
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2012",82,3.1,3.1,14.8,56,3.1,3.1,-13.9
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2013",127,4.8,4.8,54.8,88,4.9,5.0,58.1
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2014",108,4.1,4.0,-14.6,74,4.2,4.2,-14.3
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2015",120,4.6,4.4,12.2,72,4.1,4.1,-2.4
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2016",137,5.1,5.1,10.9,74,4.2,4.2,2.4
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2017",122,4.6,4.5,-9.8,70,4.0,4.0,-4.8
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2018",133,4.9,4.9,6.5,72,4.1,4.1,2.5
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2019",118,4.4,4.3,-10.2,62,3.6,3.6,-12.2
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2020",145,5.2,5.3,18.2,70,4.0,4.0,11.1
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2021",176,6.4,6.4,23.1,106,6.1,6.1,52.5
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2022",190,6.7,6.9,4.7,99,5.7,5.7,-6.6
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2023",219,7.6,7.9,13.4,112,6.4,6.4,12.3
"Males","40 Ill-defined and unknown causes of mortality (R96-R99)","2024",229,7.9,8.2,3.9,109,6.1,6.1,-4.7
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2000",1192,48.4,47.2,1.0,1015,59.3,58.0,0.3
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2001",1166,47.7,46.0,-1.4,989,57.8,56.4,-2.5
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2002",1174,47.4,46.2,-0.6,980,56.3,55.7,-2.6
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2003",1233,49.7,48.4,4.9,1016,58.2,57.7,3.4
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2004",1477,58.0,57.8,16.7,1231,69.2,69.8,18.9
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2005",1572,61.2,61.2,5.5,1309,73.4,74.0,6.1
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2006",1588,61.4,61.6,0.3,1300,72.2,73.3,-1.6
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2007",1701,64.7,65.7,5.4,1425,78.8,80.1,9.1
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2008",1674,63.2,64.3,-2.3,1388,75.8,77.6,-3.8
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2009",1651,62.8,63.1,-0.6,1307,71.1,72.9,-6.2
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2010",1536,57.6,58.4,-8.3,1202,64.9,67.0,-8.7
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2011",1447,53.9,54.7,-6.4,1114,60.4,62.2,-6.9
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2012",1518,56.1,57.1,4.1,1155,63.0,64.8,4.3
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2013",1502,55.1,56.2,-1.8,1084,59.6,61.1,-5.4
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2014",1430,52.8,53.2,-4.2,1012,56.3,57.3,-5.5
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2015",1288,46.9,47.8,-11.2,872,48.5,49.5,-13.9
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2016",1333,48.6,49.2,3.6,857,48.4,48.8,-0.2
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2017",1160,41.9,42.7,-13.8,752,42.3,42.9,-12.6
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2018",1269,45.9,46.6,9.5,790,44.8,45.3,5.9
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2019",1306,46.5,47.9,1.3,748,42.7,42.9,-4.7
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2020",1318,47.2,48.3,1.5,829,47.8,47.6,11.9
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2021",1265,44.8,46.2,-5.1,717,41.2,41.2,-13.8
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2022",1251,44.4,45.5,-0.9,710,41.0,40.7,-0.5
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2023",1283,44.7,46.4,0.7,653,37.6,37.1,-8.3
"Males","41 Alcohol-related diseases and accidental poisoning by alcohol","2024",1184,41.2,42.6,-7.8,616,35.4,34.7,-5.9
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2000",2542,127.4,100.6,-3.6,1815,104.9,103.7,-8.9
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2001",2594,126.7,102.4,-0.5,1853,106.9,105.6,1.9
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2002",2512,123.6,98.8,-2.4,1716,98.5,97.6,-7.9
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2003",2550,125.6,100.0,1.6,1737,98.9,98.7,0.4
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2004",2589,123.0,101.2,-2.1,1756,99.5,99.6,0.6
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2005",2566,122.9,100.0,-0.1,1706,96.3,96.5,-3.2
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2006",2578,116.9,100.0,-4.9,1780,100.2,100.4,4.0
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2007",2520,115.9,97.3,-0.9,1679,94.0,94.4,-6.2
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2008",2581,117.8,99.1,1.6,1718,95.9,96.1,2.0
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2009",2512,113.5,95.9,-3.7,1638,91.0,91.3,-5.1
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2010",2430,106.2,92.3,-6.4,1581,87.7,88.1,-3.6
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2011",2366,103.7,89.4,-2.4,1475,81.9,82.4,-6.6
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2012",2186,94.7,82.2,-8.7,1312,73.4,73.6,-10.4
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2013",2204,94.6,82.4,-0.1,1331,74.5,75.0,1.5
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2014",2102,89.5,78.3,-5.4,1187,66.9,67.2,-10.2
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2015",2021,83.5,74.9,-6.7,1135,64.0,64.5,-4.3
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2016",2127,88.2,78.6,5.6,1139,64.8,64.9,1.3
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2017",2204,91.8,81.2,4.1,1133,64.3,64.7,-0.8
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2018",2230,89.7,81.9,-2.3,1140,64.9,65.3,0.9
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2019",2064,82.1,75.7,-8.5,1061,60.4,60.9,-6.9
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2020",2101,83.4,76.9,1.6,1051,60.1,60.4,-0.5
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2021",2095,81.5,76.5,-2.3,1002,57.4,57.6,-4.5
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2022",2051,78.5,74.6,-3.7,964,55.5,55.2,-3.3
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2023",2173,82.1,78.6,4.6,1011,57.6,57.5,3.8
"Males","42-53 Accidents and violence excl. accidental poisoning by alcohol (V01-X44, X46-Y89, U129)","2024",2153,79.3,77.4,-3.4,999,56.4,56.3,-2.1
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2000",1484,84.5,58.7,-0.9,888,52.2,50.7,-10.2
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2001",1487,82.2,58.7,-2.7,885,51.5,50.4,-1.3
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2002",1527,83.0,60.1,1.0,888,51.2,50.5,-0.6
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2003",1588,86.7,62.3,4.5,917,52.4,52.1,2.3
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2004",1598,82.9,62.5,-4.4,925,52.4,52.5,0.0
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2005",1688,87.0,65.8,4.9,980,55.2,55.4,5.3
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2006",1635,79.8,63.4,-8.3,997,56.0,56.2,1.4
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2007",1643,81.3,63.4,1.9,948,52.8,53.3,-5.7
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2008",1619,80.3,62.2,-1.2,901,49.9,50.4,-5.5
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2009",1597,77.8,61.0,-3.1,874,48.0,48.7,-3.8
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2010",1575,73.1,59.8,-6.0,865,47.6,48.2,-0.8
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2011",1536,71.4,58.1,-2.3,809,44.5,45.2,-6.5
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2012",1426,65.3,53.6,-8.5,708,39.3,39.7,-11.7
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2013",1427,64.9,53.4,-0.6,706,39.3,39.8,0.0
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2014",1379,62.0,51.3,-4.5,612,34.3,34.6,-12.7
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2015",1354,58.2,50.2,-6.1,606,33.9,34.4,-1.2
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2016",1403,60.9,51.8,4.6,582,32.9,33.1,-2.9
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2017",1519,66.0,55.9,8.4,606,34.4,34.6,4.6
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2018",1506,62.8,55.3,-4.8,600,34.1,34.4,-0.9
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2019",1412,57.9,51.8,-7.8,564,31.8,32.4,-6.7
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2020",1457,59.4,53.3,2.6,559,31.9,32.1,0.3
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2021",1475,58.3,53.9,-1.9,548,31.2,31.5,-2.2
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2022",1415,55.2,51.5,-5.3,488,28.1,27.9,-9.9
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2023",1536,58.9,55.6,6.7,535,30.3,30.4,7.8
"Males","42-49 Accidents excl. accidental poisoning by alcohol (V01-X44, X46-X59, Y10-Y15, Y85-Y86)","2024",1482,55.3,53.3,-6.1,480,27.1,27.1,-10.6
"Males","42 Land traffic accidents","2000",252,11.9,10.0,-10.5,182,10.5,10.4,-13.2
"Males","42 Land traffic accidents","2001",287,12.5,11.3,5.0,212,11.9,12.1,13.3
"Males","42 Land traffic accidents","2002",282,12.4,11.1,-0.8,200,11.2,11.4,-5.9
"Males","42 Land traffic accidents","2003",258,10.7,10.1,-13.7,186,10.4,10.6,-7.1
"Males","42 Land traffic accidents","2004",241,10.3,9.4,-3.7,172,9.7,9.8,-6.7
"Males","42 Land traffic accidents","2005",260,10.9,10.1,5.8,183,10.2,10.3,5.2
"Males","42 Land traffic accidents","2006",219,9.0,8.5,-17.4,170,9.4,9.6,-7.8
"Males","42 Land traffic accidents","2007",253,10.3,9.8,14.4,194,10.8,10.9,14.9
"Males","42 Land traffic accidents","2008",227,9.6,8.7,-6.8,154,8.5,8.6,-21.3
"Males","42 Land traffic accidents","2009",193,8.0,7.4,-16.7,139,7.6,7.8,-10.6
"Males","42 Land traffic accidents","2010",187,7.4,7.1,-7.5,141,7.9,7.9,3.9
"Males","42 Land traffic accidents","2011",187,7.4,7.1,0.0,142,7.9,7.9,0.0
"Males","42 Land traffic accidents","2012",140,5.4,5.3,-27.0,105,5.8,5.9,-26.6
"Males","42 Land traffic accidents","2013",169,6.8,6.3,25.9,119,6.7,6.7,15.5
"Males","42 Land traffic accidents","2014",144,5.6,5.4,-17.6,99,5.6,5.6,-16.4
"Males","42 Land traffic accidents","2015",166,6.1,6.2,8.9,112,6.2,6.4,10.7
"Males","42 Land traffic accidents","2016",166,6.3,6.1,3.3,115,6.5,6.6,4.8
"Males","42 Land traffic accidents","2017",151,5.8,5.6,-7.9,105,6.0,6.0,-7.7
"Males","42 Land traffic accidents","2018",143,5.4,5.3,-6.9,86,4.9,4.9,-18.3
"Males","42 Land traffic accidents","2019",131,4.8,4.8,-11.1,96,5.4,5.5,10.2
"Males","42 Land traffic accidents","2020",155,5.7,5.7,18.8,99,5.6,5.7,3.7
"Males","42 Land traffic accidents","2021",136,5.0,5.0,-12.3,83,4.8,4.8,-14.3
"Males","42 Land traffic accidents","2022",115,4.2,4.2,-16.0,76,4.4,4.4,-8.3
"Males","42 Land traffic accidents","2023",111,4.0,4.0,-4.8,62,3.5,3.5,-20.5
"Males","42 Land traffic accidents","2024",114,4.1,4.1,2.5,72,4.1,4.1,17.1
"Males","43 Other land transport accidents","2000",36,1.8,1.4,-14.3,24,1.4,1.4,-17.6
"Males","43 Other land transport accidents","2001",44,2.0,1.7,11.1,31,1.8,1.8,28.6
"Males","43 Other land transport accidents","2002",56,2.5,2.2,25.0,37,2.1,2.1,16.7
"Males","43 Other land transport accidents","2003",40,2.0,1.6,-20.0,23,1.3,1.3,-38.1
"Males","43 Other land transport accidents","2004",45,1.8,1.8,-10.0,35,1.9,2.0,46.2
"Males","43 Other land transport accidents","2005",55,2.5,2.1,38.9,37,2.1,2.1,10.5
"Males","43 Other land transport accidents","2006",47,2.0,1.8,-20.0,30,1.7,1.7,-19.0
"Males","43 Other land transport accidents","2007",46,1.9,1.8,-5.0,33,1.8,1.9,5.9
"Males","43 Other land transport accidents","2008",34,1.3,1.3,-31.6,29,1.6,1.6,-11.1
"Males","43 Other land transport accidents","2009",30,1.2,1.1,-7.7,20,1.1,1.1,-31.3
"Males","43 Other land transport accidents","2010",30,1.2,1.1,0.0,20,1.1,1.1,0.0
"Males","43 Other land transport accidents","2011",29,1.1,1.1,-8.3,18,1.0,1.0,-9.1
"Males","43 Other land transport accidents","2012",24,0.9,0.9,-18.2,15,0.9,0.8,-10.0
"Males","43 Other land transport accidents","2013",28,1.2,1.0,33.3,20,1.1,1.1,22.2
"Males","43 Other land transport accidents","2014",34,1.3,1.3,8.3,23,1.3,1.3,18.2
"Males","43 Other land transport accidents","2015",26,1.0,1.0,-23.1,15,0.9,0.9,-30.8
"Males","43 Other land transport accidents","2016",28,1.2,1.0,20.0,16,0.9,0.9,0.0
"Males","43 Other land transport accidents","2017",34,1.4,1.3,16.7,16,0.9,0.9,0.0
"Males","43 Other land transport accidents","2018",31,1.1,1.1,-21.4,23,1.3,1.3,44.4
"Males","43 Other land transport accidents","2019",29,1.1,1.1,0.0,13,0.8,0.7,-38.5
"Males","43 Other land transport accidents","2020",27,1.0,1.0,-9.1,13,0.8,0.7,0.0
"Males","43 Other land transport accidents","2021",31,1.2,1.1,20.0,14,0.8,0.8,0.0
